sku;family;categories;weight;power_requirements;description-fr_FR-print;description-fr_FR-mobile;description-en_US-print;description-en_US-mobile;description-de_DE-print;description-de_DE-mobile;name;release_date;picture;price;vendor
3994132;loudspeakers;loudspeakers,audio_video_sales,logitech;;;;;"<b>Solid sound</b>\n\nThe rich, full sound with deeper bass adds more dimension to your games, movies, and music.\n\n<b>Just reach out</b>\n\nEverything is within your reach with a headphone jack and power and volume controls on a control pod.\n\n<b>They take input</b>\n\nThese speakers give you options—you can plug in your headphones or connect your MP3 or CD player.";"S-220 - 2.1, 17 W RMS";;;"Logitech S-220";2010-01-27;;"572.47 EUR,500.92 USD";logitech
4076690;loudspeakers;loudspeakers,audio_video_sales,logitech;;;"<b>Boîtier de commande pratique</b>\nLes commandes de volume et d'alimentation sont à portée de la main grâce au boîtier de commande filaire.\n\n<b>25 watts (RMS)</b>\nPuissant, le système remplit la pièce d'un son riche et équilibré. Comment puis-je savoir le nombre de watts nécessaires?\n\n<b>Subwoofer compact</b>\nLe transducteur compact haute excursion tient partout et restitue des graves profonds pour vous faire vibrer. Vous avez dit watt? En savoir plus sur la terminologie audio et sur ce que cela implique pour vous.\n\n<b>Installation facile.</b>\nIl suffit de brancher les haut-parleurs sur le subwoofer et de raccorder ce dernier à l'ordinateur. Et voilà!\n\n<b>Prise casque</b>\nVous pouvez écouter vos morceaux préférés, jouer à des jeux et regarder des vidéos en toute tranquillité.";"Speaker System Z313";"<b>Convenient control pod</b>\nVolume and power controls are within your reach with the wired control pod.\n\n<b>25 watts (RMS)</b>\nYou’ve got enough power to fill your room with big, balanced sound. How do I know how many watts I need?\n\n<b>Compact subwoofer</b>\nThe compact, high-excursion subwoofer fits into tight spaces and delivers deeper bass when you want to feel the beat.Watt? Learn more about audio terminology and what it means for you.\n\n<b>Easy setup</b>\nYou just connect the speakers to the subwoofer, and plug the subwoofer into your computer. That’s it.\n\n<b>Headphone jack</b>\nYou can listen to your favorite tracks, play games, and watch videos in private.";"Speaker System Z313";;;"Logitech Z313";2010-02-10;;"89.23 EUR,91.04 USD";logitech
4078301;loudspeakers;loudspeakers,audio_video_sales,logitech;;;;;"<b>360-degree sound</b>\n- The speakers project sound evenly in all directions, so you enjoy rich, clear sound from any angle throughout the room.What is 360-degree sound?\n\n<B>Down-firing subwoofer</b>\n- A subwoofer with a 6.5-inch pressure driver delivers deep lows for rich bass you can feel.Satellite? Subwoofer? So what? Learn more about speakers.\n\n<B>Two auxiliary inputs</b>\n- An RCA jack and a 3.5 mm auxiliary input let you easily connect your Logitech® SqueezeboxTM network music player, gaming console, DVD player, or iPod®.\n\n<B>40 watts (RMS) of power</b>\n- You’ve got enough power to fill the room with bold, dynamic sound.Watt? Learn more about audio terminology and what it means for you.\n\n<B>Convenient on-speaker controls</b>\n- You’ve got power, volume, and a headphone jack for private listening right at your fingertips.";"Speaker System Z523 - 2.1, 40 W RMS ";;;"Logitech Z523";2010-02-10;;"474.84 EUR";logitech
4136649;loudspeakers;loudspeakers,audio_video_sales,logitech;;;"Enfin un système de haut-parleurs à la hauteur de vos attentes.";"S-120 Speaker System";"<b>USB connectivity</b>\nThe USB cable connects your speakers to your laptop or desktop computer for distortion-free, digital audio—and battery-free power.\n\n<b>Stable base</b>\nThe satellite base is designed for greater stability on your desktop.\n\n<b>Built-in controls</b>\nYou can quickly and easily adjust the volume or mute the sound.\n\n<b>Digital-power indicator</b>\nA light lets you know when your speakers are on.";"S-120 Speaker System";"Alles, was sie in einem Lautsprechersystem suchen.";"S-120 Speaker System";"Logitech S120 Speaker System";2010-02-11;;"244.69 EUR,860.54 USD";logitech
4136650;loudspeakers;loudspeakers,audio_video_sales,logitech;;;"<b>Avec un son numérique cristallin et une conception portable élégante, ce système de haut-parleurs à alimentation USB offre un son de qualité au bureau ou en déplacement.</b>\n\n<b>Connectivité USB</b>\nLe câble USB relie les haut-parleurs à votre ordinateur portable ou de bureau pour offrir un son numérique sans distorsion et une alimentation sans batterie.\n\n<b>Conception portable</b>\nCes haut-parleurs légers et compacts peuvent vous accompagner partout. L'étui inclus les protège pendant le transport.\n\n<b>Base stable</b>\nLa base pour haut-parleurs satellites est conçue pour obtenir une stabilité accrue sur votre bureau.\n\n<b>Commandes intégrées</b>\nVous pouvez facilement régler le volume ou couper le son.\n\n<b>Indicateur numérique d'alimentation</b>\nUn témoin lumineux vous avertit lorsque les haut-parleurs sont allumés.";"S150 Digital USB Speaker System";"<b>USB connectivity</b>\nThe USB cable connects your speakers to your laptop or desktop computer for distortion-free, digital audio—and battery-free power.\n\n<b>Stable base</b>\nThe satellite base is designed for greater stability on your desktop.\n\n<b>Built-in controls</b>\nYou can quickly and easily adjust the volume or mute the sound.\n\n<b>Digital-power indicator</b>\nA light lets you know when your speakers are on.";"S150 Digital USB Speaker System";"<b>Ein Laustsprechersystem mit USB-Anschluss, das für erstklassigen Sound sorgt – zu Hause oder unterwegs</b>\n\n<b>Perfekter Klang</b>\nDer USB-Anschluss sorgt für reine, digitale Audioqualität und gleichzeitig für die Stromversorgung – guter Sound, wo immer Sie sich befinden.\n\n<b>Auch für unterwegs</b>\nMit diesen leichten und kompakten Lautsprechern können Sie Ihre Musik in bester Audioqualität im Büro, aber auch unterwegs genießen.\n\n<b>Lautstärkeregelung</b>\nSie können die Lautstärke ganz schnell mit dem Lautstärke- und Stummschalter an den Lautsprechern regeln.";"S150 Digital USB Speaker System";"Logitech S150 Digital USB Speaker System";2010-02-11;;"865.4 USD";logitech
4144352;loudspeakers;loudspeakers,audio_video_sales,lenovo;;;;;"The ThinkVision Soundbar allows you to add stereo sound to selected Lenovo flat panel monitors without having to sacrifice valuable desk space. The stylish ThinkVision Soundbar is an excellent choice for adding stereo sound to Web broadcasts, multimedia presentations, and other applications that require audio.\n\nFeatures & Benefits:\n\n- Compatible with: L2440p Wide, L2440x Wide, L2251x Wide, L2251p Wide, L2250p Wide, L1951p Wide, L1900p, L1711p, L215p Wide, L215 Wide, and D185 Wide flat panel monitors.\n- Attaches easily and securely to the bottom bezel of the Monitor\n- An integrated cable lock slot allows you secure the soundbar to the monitor with an optional cable lock\n- Dual Speakers provide a total of 6 watts of output\n- Power and audio volume can be controlled directly from the soundbar\n- Integrated Headphone and Microphone Jacks\n- Stylish Lenovo ThinkVantage design\n- Powered by external AC power adapter ";"ThinkVision Soundbar with Standard Adapter";;;"Lenovo ThinkVision Soundbar";2010-02-14;;"159.49 EUR,527.35 USD";lenovo
4145291;loudspeakers;loudspeakers,audio_video_sales,trust;;;;;"- Compact stereo speaker set with 5 Watt RMS output (10 Watt peak power);\n- For clear reproduction of sound effects and music;\n- Suitable for PC, notebook, MP3 player, etc;\n- Controls for power and volume adjustment;\n- Front side headphone connection.\n";"Lima 2.0 Speaker Set, 5W RMS, 3.5mm";;;"Trust Lima 2.0 Speaker Set";2010-02-16;;"531.98 EUR,524.64 USD";trust
4148015;loudspeakers;loudspeakers,audio_video_sales,philips;;;"<b>J'ai l'air petit, mais mon son assure !</b>\n\nÉcoutez les contenus multimédias stockés sur votre ordinateur portable grâce à ces enceintes\nesthétiques, puissantes et à faible consommation d'énergie, que vous raccorderez au moyen de leur fiche USB. Profitez de vos musiques, jeux et films stockés, ou visualisez des vidéos en ligne. Compatibles avec PC et MAC.\n\n<b>Plaisir d'écoute</b>\n- Son stéréo\n\n<b>En toute simplicité</b>\n- Fiche d'alimentation USB\n- Gagnez de la place facilement avec 2.0 canaux stéréo\n- Produit vert\n\n<b>Nous lisons tous les fichiers multimédias</b>\n- Nous sommes compatibles MAC et PC\n- Musique, jeux et vidéos en ligne\n- Faible consommation d'énergie";"Enceintes multimédias 2.0";"<b>Look small, sound big</b>\n\nCute but great, you can listen to these notebook USB speakers using a low power consumption USB plug. Enjoy any media for music, games, movies and online videos - and they work with MAC and PC.\n\n<b>Listen with pleasure</b>\n- Stereo sound\n\n<b>Really easy</b>\n- USB plug for power\n- Hassle-free space saving with 2.0 Channel Stereo\n- Green product\n\n<b>We can play with any media</b>\n- We work with MAC and PC\n- Enjoy music, games, movies and online videos\n- Low power consumption";"Multimedia Speakers 2.0";"<b>Kompaktes Design, großartiger Sound</b>\n\nKlein, aber oho! Diese USB-Lautsprecher für dein Notebook kannst du über einen USB-Stecker mit\ngeringem Energieverbrauch verwenden. Genieße Musik, Spiele und Filme von unterschiedlichen Medien sowie Internetvideos. Diese Lautsprecher funktionieren sowohl mit PC als auch mit MAC.\n\n<b>Genießen Sie jede Unterhaltung</b>\n- Stereosound\n\n<b>Einfach und komfortabel</b>\n- Stromversorgung über USB-Anschluss\n- Einfach und platzsparend mit 2.0-Kanal-Stereo\n- Umweltfreundliches Produkt\n\n<b>Wir sind für alle Medien geeignet</b>\n- Wir sind sowohl für MAC als auch für PCs geeignet\n- Ideal für Musik, Spiele, Filme, und Internet-Videos\n- Niedriger Stromverbrauch";"Multimedia-Lautsprecher 2.0";"Philips SPA2201";2010-02-18;;"50.97 EUR,499.59 USD";philips
4152986;loudspeakers;loudspeakers,audio_video_sales,trust;;;"Système d'enceintes compact, léger et facile à brancher pour améliorer le son de votre ordinateur portable, où que vous soyez. Améliore les performances sonores de 200 % en comparaison avec les enceintes intégrées des ordinateurs portables. Modèle compact et léger ; facile à emporter. Utilisable en tout lieu ; pas d’adaptateur d’alimentation nécessaire. Opérationnel & dès son branchement, aucun pilote nécessaire. Commande de volume facilement accessible.";"Cone Portable Notebook Speakers";"Compact, lightweight and easy to connect speaker set that improves your notebook sound, wherever you are. Upgrades the sound performance up to 200% compared with built-in notebook speakers. Compact and lightweight design; easy to take with you. Use it anywhere you like; no power adapter needed. Just plug-in & start listening, no driver needed. Easy accessible volume control.";"Cone Portable Notebook Speakers";"Kompaktes, leichtes und einfach anzuschließendes Lautsprecherset für verbesserte Klangqualität von Notebooks. Verbessert die Klangleistung um bis zu 200 % im Vergleich mit eingebauten Notebook-Lautsprechern. Kompaktes und leichtes Design – einfacher Transport. Kann überall genutzt werden – kein Netzteil erforderlich. Einfach anschließen und Wiedergabe starten – kein Treiber erforderlich. Gut zugänglicher Lautstärkeregler.";"Cone Portable Notebook Speakers";"Trust Cone Portable Notebook Speakers";2010-02-22;;"698.59 EUR,714.25 USD";trust
4152987;loudspeakers;loudspeakers,audio_video_sales,trust;;;"Système d'enceintes compact, léger et facile à brancher pour améliorer le son de votre ordinateur portable, où que vous soyez. Améliore les performances sonores de 200 % en comparaison avec les enceintes intégrées des ordinateurs portables. Modèle compact et léger ; facile à emporter. Utilisable en tout lieu ; pas d’adaptateur d’alimentation nécessaire. Opérationnel & dès son branchement, aucun pilote nécessaire. Commande de volume facilement accessible.";"Cone Portable Notebook Speakers";"Compact, lightweight and easy to connect speaker set that improves your notebook sound, wherever you are. Upgrades the sound performance up to 200% compared with built-in notebook speakers. Compact and lightweight design; easy to take with you. Use it anywhere you like; no power adapter needed. Just plug-in & start listening, no driver needed. Easy accessible volume control.";"Cone Portable Notebook Speakers";"Kompaktes, leichtes und einfach anzuschließendes Lautsprecherset für verbesserte Klangqualität von Notebooks. Verbessert die Klangleistung um bis zu 200 % im Vergleich mit eingebauten Notebook-Lautsprechern. Kompaktes und leichtes Design – einfacher Transport. Kann überall genutzt werden – kein Netzteil erforderlich. Einfach anschließen und Wiedergabe starten – kein Treiber erforderlich. Gut zugänglicher Lautstärkeregler.";"Cone Portable Notebook Speakers";"Trust Cone Portable Notebook Speakers";2010-02-22;;"677.49 EUR,604.25 USD";trust
4153042;loudspeakers;loudspeakers,audio_video_sales,nec;;;;;"Stylishly designed to be in line with the display and only requiring a few clips for installation or removal.";"SP-RM1, Removable speaker system, Black";;;"NEC SP-RM1";2010-02-23;;"605.54 EUR,756.84 USD";nec
4204999;loudspeakers;loudspeakers,audio_video_sales,philips;;;"Libérez vos mouvements avec ces enceintes qui, grâce à leur prise USB permettant une portabilité en un clic et leur câble enroulable, deviendront le compagnon idéal de votre ordinateur portable ou mini ordinateur portable. Pas besoin d'adaptateur ni de batterie, juste les enceintes alimentées par USB, compatibles MAC et PC.\n\n<b>Petites mais puissantes !</b>\n\n- Des fêtes encore plus réussies grâce à la technologie « Bass vent »\n\nCes enceintes compactes offrent un son époustouflant grâce à la technologie « Bass vent ». Connexion à votre ordinateur portable ou mini portable via un câble USB, la simplicité plug and play !\n\n- Enceinte en néodyme sensible\n\n<b>En toute simplicité</b>\n\n- Portabilité d'un simple clic\n\nMini look pour un maxi son ! Avec leur câble enroulable ultra-pratique et leur port USB unique pour l'alimentation et la lecture, ces deux enceintes ultra-performantes s'emboîtent pour vous accompagner en toute simplicité.\n\n- Housse de voyage\n- Portable et légère\n- Fiche USB pour l'alimentation et la lecture\n\nGrâce au confort du plug-and-play, le câble USB se connecte directement à un port USB de votre ordinateur portable, qui le reconnaît automatiquement comme un périphérique de stockage USB amovible.\n\n- Super pratique grâce à sa prise unique pour l'alimentation et la lecture\n- Aucun(e) batterie/adaptateur requis(e)\n- Nous sommes compatibles MAC et PC\n\n<b>Emmenez-moi partout</b>\n\n- Nous sommes les meilleures amies de votre ordinateur portable ou mini portable\n\nL'accessoire parfait pour votre ordinateur portable ou mini portable afin de pouvoir profiter de musique et de vidéos multimédias avec une qualité sonore exceptionnelle.";"Enceintes USB pour ordinateur portable";"You can boogie better with this natural pal for netbook and notebook, with a single USB plug for click-and-go portability and a tidy wraparound cable. No battery or adapter needed, just USB-powered speakers that work easily with MAC and PC.\n\n<b>We're small but we sound big</b>\n\n- Party better with bass vent technology\n\nIn a small casing but with a big sound, from better bass vent technology. Just one USB cable connects to your netbook or notebook for simple plug-and-play.\n\n- Sensitive neodymium speaker\n\n<b>Really easy</b>\n\n- Easy click-and-go portability\n\nSmall size, big sound! With convenient wraparound cable management and a single USB plug for power and play, these two highly sensitive neodymium speakers slot together for click-and-go portability when you are on the go.\n\n- Carrying pouch included\n- Light and portable\n- USB plug for power and play\n\nWith plug-and-play convenience, the USB cable plugs directly into any USB port and your notebook automatically recognises this as a removable USB mass storage device.\nNo hassle with a single plug for power and play\n\n- No battery or adapter needed\n- We work with MAC and PC\n\n<b>Take me anywhere</b>\n\n- We're the best friend for your netbook and notebook\n\nThe perfect accompaniment for your netbook and notebook, so you can play multimedia music and videos with great sound quality.";"Notebook USB speakers";"Erlebe noch lebendigeren Sound mit diesem passenden Zubehör für dein Notebook oder Netbook. Es verfügt über einen einzelnen USB-Stecker für noch mehr Flexibilität und Tragbarkeit sowie ein praktisches, aufwickelbares Kabel. Du benötigst keine Batterien oder Adapter, nur die über USB betriebenen Lautsprecher, die mit MAC und PC kompatibel sind.\n\n<b>Wir sind zwar klein, aber unser Sound ist großartig</b>\n\n- Noch lebendigerer Sound dank Bassöffnungen\n\nBeeindruckender Sound trotz kompaktem Design dank verbesserter Bassöffnungen. Einfaches Plug & Play dank Anschlussmöglichkeit für dein Notebook oder Netbook mit nur einem USB-Kabel.\n\n- Empfindliche Neodymlautsprecher\n\n<b>Einfach und komfortabel</b>\n\n- Einfaches Click&Go-System für optimale Mobilität\n\nKompaktes Design, großartiger Sound! Dank des praktischen Kabelmanagements und des einzelnen USB-Anschlusses für Plug & Play lassen sich diese beiden hochempfindlichen Neodymlautsprecher per Click&Go-System für optimale Mobilität unterwegs zusammenstecken.\n\n- Schutzhülle enthalten\n- Leicht und tragbar\n- Stromversorgung und Wiedergabe über USB-Anschluss\n\nDank komfortablem Plug & Play können Sie das Gerät per USB-Kabel direkt in einen USB-Anschluss einstecken, und es wird von Ihrem Notebook automatisch als austauschbares USB-Massenspeichergerät erkannt.\n\n- Kein Kabelsalat durch einen einzigen Anschluss für Stromversorgung und Wiedergabe\n- Keine Batterien und kein Netzteil erforderlich\n- Wir sind sowohl für MAC als auch für PCs geeignet\n\n<b>Nimm mich überallhin mit</b>\n\n- Wir sind die besten Freunde für dich und dein Notebook\n\nDie perfekten Begleiter für dein Notebook und Netbook, mit denen du Multimedia-Inhalte, Musik und Videos in großartiger Soundqualität wiedergeben kannst.";USB-Notebook-Lautsprecher;"Philips SPA4210";2010-03-03;;"322.78 EUR,984.62 USD";philips
4260486;loudspeakers;loudspeakers,audio_video_sales,logitech;;;"<b>Grâce à leurs commandes pratiques et leur configuration facile, ces haut-parleurs compacts permettent d'obtenir un son stéréo ample en toute simplicité.</b>\n\n<b>Un son ample et net.</b>\n5 watts de puissance totale pour un son stéréo puissant.\n\n<b>Installation facile.</b>\nIl suffit de connecter les haut-parleurs à votre ordinateur portable grâce à la prise 3,5 mm.\n\n<b>Votre style</b>\nLa prise casque et les commandes de volume pratiques vous permettent de profiter comme vous le souhaitez de votre musique, de vos films et de vos jeux.\n\n<b>Son stéréo riche</b>\nGrâce à leur puissance totale de cinq watts, vous pouvez profiter d'un son riche et solide.\n\n<b>Contrôle simplifié</b>\nLes commandes de volume et de puissance simples vous permettent d'obtenir rapidement le son que vous souhaitez.\n\n<b>Prise casque intégrée</b>\nBranchez votre casque et profitez de votre musique, de vos vidéos et de vos jeux où et quand vous le souhaitez.\n\n<b>Une configuration simplifiée</b>\nIl suffit de connecter les haut-parleurs à votre ordinateur portable grâce à la prise 3,5 mm.";"Z130, 2 x 2.5W, 3.5mm, 585g";"Logitech Z130. Recommended usage: PC, Speaker placement: Tabletop/bookshelf, Amplifier: Built-in. Connectivity technology: Wired, Speaker interface type: 3.5 mm, Headphone connectivity: 3.5 mm. Bundled software: Windows, Mac OS, Dimensions (WxDxH): 141.7 x 100.6 x 110.3, Audio output channels: 2.0";"Logitech Z130, PC, Tabletop/bookshelf, Built-in, Wired, 3.5 mm, 3.5 mm";"<b>Mit bedienungsfreundlichen Reglern und einfacher Installation klingt perfekter Stereoklang auf Kompaktlautsprechern einfach gut.</b>\n\n<b>Üppiger, kristallklarer Sound</b>\nMit 5 Watt Gesamtleistung liefern diese Lautsprecher perfekten Stereoklang.\n\n<b>Einfaches Einrichten</b>\nStecken Sie die Lautsprecher am 3,5-mm-Klinkenstecker Ihres Notebooks an und alles klingt.\n\n<b>Sie entscheiden</b>\nMit Kopfhörerbuchse und einfachen Lautstärkereglern genießen Sie Musik, Filme und Games nach Ihrem Belieben.\n\n<b>Voller Stereoklang</b>\nFünf Watt Gesamtleistung für klaren und kräftigen Stereoklang.\n\n<b>Einfach zu bedienen</b>\nEinschalten, Lautstärke regeln und der gewünschte Klang kommt von selbst.\n\n<b>Eingebaute Kopfhörerbuchse</b>\nStecken Sie Ihre Kopfhörer an und genießen Sie in aller Privatheit Musik, Filme und Games, wo immer Sie auch sind.\n\n<b>Einfaches Einrichten</b>\nStecken Sie die Lautsprecher am 3,5-mm-Klinkenstecker Ihres Notebooks an und alles klingt.";"Z130, 2 x 2.5W, 3.5mm, 585g";"Logitech Z130";2010-03-05;;"846.38 EUR";logitech
4327657;loudspeakers;loudspeakers,audio_video_sales,dell;;;;;"Improve the quality of multimedia presentations, online training / Web casts, music listening, gaming, and DVD playback on your system with the Dell™ Internal Speakers. These Internal Speakers fit internally in your system, saving ample space on your office-desk. This product has been tested and validated on Dell systems to ensure it will work with your computer and is compatible with Dell OptiPlex Systems. It is supported by Dell Technical Support when used with a Dell system.\n\n- Delivers 1-Watt output for enhanced multimedia experience\n- This product has been tested and validated on Dell™ systems to ensure it will work with your computer\n- Supported by Dell™ Technical Support when used with a Dell system";"Speakers : Internal 1W Small Factor Chassis (Kit)";;;"DELL 520-10584 loudspeaker";2010-03-08;;"5.86 EUR,631.6 USD";dell
441321;loudspeakers;loudspeakers,audio_video_sales,trust;;;;;"-15 Watt 2.1 speaker set with easy accessible connections for your headphones and MP3 player on the front side of the wired control unit\n-Shiny black colour that perfectly matches your black iPod, iPod Nano or PlayStation Portable\n-Enjoy MP3 music from your MP3 player without switching on your PC\n-Enhance your MP3 music by switching on 3D sound, shifting the sound waves for a spatial and crystal clear effect\n-When you connect your headphone the speakers are muted automatically\n-Excellent sound quality thanks to the wooden subwoofer and the 2-way satellites, even at full volume";"14715 - 2.1 MP3 Speaker Set SP-3550B";"-2.1-Lautsprecherset mit einer Ausgangsleistung von 15 Watt RMS und glänzendem schwarzen Design [passend zum schwarzen iPod oder zur schwarzen PlayStation Portable].\n-Gut zugängliche Anschlüsse für Kopfhörer und MP3-Player an der Vorderseite der Kabelfernbedienung.\n-Verbesserung des MP3-Klangs durch Einschalten des 3D-Sounds und Ändern der Schallwellen für eine räumliche und kristallklare Klangwiedergabe.\n-Wiedergabe von Musiktiteln auf dem MP3-Player ohne PC.\n-Automatische Stummschaltung der Lautsprecher beim Anschließen des Kopfhörers.\n-Ausgezeichnete Klangqualität durch den Subwoofer aus Holz und die 2-Wege-Satelliten.";"2.1 MP3 Speaker Set SP-3550B";"Trust 2.1 MP3 Speaker Set SP-3550B";2006-02-16;;"649.05 EUR,535.28 USD";trust
441923;loudspeakers;loudspeakers,audio_video_sales,samsung;;;;;"The perfect loudspeakers for Samsung 50"" plasma displays.";"Loudspeakers for 50"" Plasma Displays";;;"Samsung Loudspeakers for 50"" Plasma Displays";2006-02-17;;"514.02 EUR,888.49 USD";samsung
4504259;loudspeakers;loudspeakers,audio_video_sales,dell;;;;;"<b>Features & Benefits:</b>\n\n- Total Power Output : 33W\n- Frequency Response : 65Hz – 17KHz\n- Headphone Jack Output : 3.6mW\n- Inputs : 3.5mm Stereo Mini Plug Line In, Aux In\n- Outputs : Subwoofer, L/R Satellites, Headphone\n- Wired Control Pod : Master Volume, Sub Volume, Aux In, Headphone, Power On/Off\n- Cable Length : Input Cable (2m), Satellite Cable (2m), Control Pod Cable (2m)\n- Subwoofer Mass : 1450g\n- Satellite Mass : 204g\n- Control Pod Mass : 144g\n- AC Adaptor Mass : ~250g\n- Subwoofer Dimension : 162.1(H) x 160.2(W) x 224.9(D) mm\n- Satellite Dimension : 161.09 (H) x 84.58(W) x 82.17(D) mm\n- Control Pod Dimension : 22.2 (H) x 71.7(W) x 71.7D) mm\n<b>\nOverview:</b>\n\nTransform your PC into a high-end audio system with the Dell AY410 Multimedia Speaker System. With these stylish designed speakers, Dell offers a true upgrade in audio quality, speaker aesthetics and functionality. Whether you're enjoying the latest DVD movie, listening to music or playing an action-packed game, you will be at the centre of excellent sound. This product has been tested and validated on Dell systems. It is supported by Dell Technical Support when used with a Dell system.\n\n<b>Highlights :</b>\n\n- 33 Watts of Power Brings Movies, Music and Gaming To Life\n- Integrated Subwoofer Fills your Room with Deep Rich Bass\n- Easily Connect your PC, MP3 Player for Incredible Sound\n- Integrated Headphone Jack for Private Listening\n- Adjust Master and Sub Volume with Convenient Control Pod\n- Looks Great Anywhere in your Home or Office";"AY410, Speakers 2.1, 33W";;;"DELL AY410";2010-03-14;;"821.87 EUR";dell
4533960;loudspeakers;loudspeakers,audio_video_sales,logitech;;;;;"<b>Convenient control pod</b>\nVolume and power controls are within your reach with the wired control pod.\n\n<b>25 watts (RMS)</b>\nYou’ve got enough power to fill your room with big, balanced sound. How do I know how many watts I need?\n\n<b>Compact subwoofer</b>\nThe compact, high-excursion subwoofer fits into tight spaces and delivers deeper bass when you want to feel the beat.Watt? Learn more about audio terminology and what it means for you.\n\n<b>Easy setup</b>\nYou just connect the speakers to the subwoofer, and plug the subwoofer into your computer. That’s it.\n\n<b>Headphone jack</b>\nYou can listen to your favorite tracks, play games, and watch videos in private.";"Speaker System Z313";;;"Logitech Z313";2010-03-17;;"21.38 EUR,613.69 USD";logitech
4533963;loudspeakers;loudspeakers,audio_video_sales,logitech;;;;;"<b>A 2.1 speaker system with rich bass and 360-degree sound lets you rediscover the art of listening—all around the room.</b>\n\n<b>360-degree sound</b>\nThe speakers project sound evenly in all directions, so you enjoy rich, clear sound from any angle throughout the room.What is 360-degree sound?\n\n<b>Down-firing subwoofer</b>\nA subwoofer with a 16.5 cm pressure driver delivers deep lows for rich bass you can feel.Satellite? Subwoofer? So what? Learn more about speakers.\n\n<b>Two auxiliary inputs</b>\nAn RCA jack and a 3.5 mm auxiliary input let you easily connect your Logitech® SqueezeboxTM network music player, gaming console, DVD player, or iPod®.\n\n<b>40 watts (RMS) of power</b>\nYou’ve got enough power to fill the room with bold, dynamic sound.Watt? Learn more about audio terminology and what it means for you.\n\n<b>Convenient on-speaker controls</b>\nYou’ve got power, volume, and a headphone jack for private listening right at your fingertips.";"Speaker System Z523";;;"Logitech Z523";2010-03-17;;"404.55 EUR,702.72 USD";logitech
455473;loudspeakers;loudspeakers,audio_video_sales,logitech;;;;;"   Crank up the audio on your PC with this 2.1 speaker system and enjoy clean, crisp, consistent sound from your games, music, and more. The Logitech X-230's high-tech subwoofer adjusts itself dynamically to deliver distortion-free bass. And the two wall-mountable satellite speakers use Logitech´s patented FDD2™ technology to eliminate the uneven sound response created by conventional dual-driver designs. The result: a clear, uniform sound field without the ""hot spots"" and inconsistency of other dual-driver satellites. \n\n-Frequency Directed Dual Driver (FDD2) satellite technology produces a uniform sound field for full, rich sound. \n-Dynamic, real-time bass equalization maximizes bass response while minimizing distortion. \n-Ported subwoofer design displaces more air for deeper bass. \n-Headphone jack enables private listening. \n-Master volume and subwoofer level controls placed for quick, convenient access. \n-Satellite speaker stands rotate for easy wall-mounting. ";"X-230 speaker system";;;"Logitech X-230 Speakers 2.1";2006-04-07;;"343.31 EUR,331.35 USD";logitech
456237;loudspeakers;loudspeakers,audio_video_sales,philips;;"AC 220V 50Hz";"Les enceintes SPA3200 permettent de partager la musique de votre équipement multimédia ou simplement de brancher votre casque pour écouter vos morceaux préférés. Elles sont faciles à connecter, esthétiques et reproduisent des basses d'une grande richesse.";"Solution Smart Sound";"With the SPA3200 speakers you can share music from your multimedia gear or simply plug in your headphone for personal listening. They are easy to connect, great looking and provide a deep rich bass sound.";"Smart sound solution";"Mit den SPA3200-Lautsprechern können Sie Musik von Ihrem Multimedia-Gerät aus gemeinsam mit anderen hören, oder einfach den Kopfhörer einstecken und für sich genießen. Der elegante Kopfhörer ist einfach anzuschließen und bietet tiefen, vollen Bass-Sound.";"Smart Sound Solution";"Philips Multi-media Speaker 2.0";2006-04-09;;"303.79 EUR,177.94 USD";philips
4563271;loudspeakers;loudspeakers,audio_video_sales,ngs;;;"Redflashlight réunit l´élégance, le design et la qualité de son sur votre bureau. C´est le compagnon idéal pour votre équipement informatique.\n\n<b>Caractéristiques techniques :</b>\n- Impédance : 4 3W\n- Bande passante : 120Hz - 17 KHz\n- Puissance totale RMS : 4W (2W+2W)\n- Connectique de sortie : USB\n- Entrée audio : Jack 3,5 mm";"Red Flash Light - 4W RMS, 120- 18000 Hz, 4ohm, USB, 3.5 mm";"Elegance meets design and sound quality on your desktop within Redflashlight. It is the perfect companion for your computer equipment.";"Red Flash Light - 4W RMS, 120- 18000 Hz, 4ohm, USB, 3.5 mm";;;"NGS Red Flash Light 2.0";2010-03-25;;"182.59 EUR,39.63 USD";ngs
